"%Rottgers, R. McKee, D, and Utschig, C, ""Temperature and salinity correction coefficients for light absorption by water in the visible to infrared spectral region"", Opt. Express, 2014";;;;;
% Data of the salinity correction coefficient for the light absorption coefficent of water, PsiS, given for a NaCl solution and artificial seawater (ASW);;;;;
"% s.d., standard deviation; NaN, not determined";;;;;
% remark: data of Fig. 8, for ASW <500 nm not reliable due to contamination problems, data combined with those calculated from reference [21], see paper for details;;;;;
wavelength (nm);wavenumber (1/cm);PsiS (1/m*L/g) NaCl;s.d. (1/m*L/g) NaCl;PsiS (1/m*L/g) ASW;s.d. (1/m*L/g) ASW
wavelength;wavenumber;PsiS;PsiS_std;PsiS_ASW;PsiS_ASW_std
3712;2693.97;NaN;NaN;-1.14E+01;NaN
3714;2692.51;NaN;NaN;-1.13E+01;NaN
3716;2691.07;NaN;NaN;-1.13E+01;NaN
3718;2689.62;NaN;NaN;-1.12E+01;NaN
3720;2688.17;NaN;NaN;-1.12E+01;NaN
3722;2686.73;NaN;NaN;-1.12E+01;NaN
3724;2685.28;NaN;NaN;-1.11E+01;NaN
3726;2683.84;NaN;NaN;-1.11E+01;NaN
3728;2682.4;NaN;NaN;-1.10E+01;NaN
3730;2680.97;NaN;NaN;-1.10E+01;NaN
3732;2679.53;NaN;NaN;-1.10E+01;NaN
3734;2678.09;NaN;NaN;-1.09E+01;NaN
3736;2676.66;NaN;NaN;-1.08E+01;NaN
3738;2675.23;NaN;NaN;-1.08E+01;NaN
3740;2673.8;NaN;NaN;-1.08E+01;NaN
3742;2672.37;NaN;NaN;-1.07E+01;NaN
3744;2670.94;NaN;NaN;-1.07E+01;NaN
3746;2669.51;NaN;NaN;-1.07E+01;NaN
3748;2668.09;NaN;NaN;-1.06E+01;NaN
3750;2666.67;NaN;NaN;-1.06E+01;NaN
3752;2665.25;NaN;NaN;-1.06E+01;NaN
3754;2663.83;NaN;NaN;-1.06E+01;NaN
3756;2662.41;NaN;NaN;-1.05E+01;NaN
3758;2660.99;NaN;NaN;-1.05E+01;NaN
3760;2659.57;NaN;NaN;-1.05E+01;NaN
3762;2658.16;NaN;NaN;-1.05E+01;NaN
3764;2656.75;NaN;NaN;-1.05E+01;NaN
3766;2655.34;NaN;NaN;-1.05E+01;NaN
3768;2653.93;NaN;NaN;-1.04E+01;NaN
3770;2652.52;NaN;NaN;-1.04E+01;NaN
3772;2651.11;NaN;NaN;-1.04E+01;NaN
3774;2649.71;NaN;NaN;-1.04E+01;NaN
3776;2648.31;NaN;NaN;-1.04E+01;NaN
3778;2646.9;NaN;NaN;-1.04E+01;NaN
3780;2645.5;NaN;NaN;-1.04E+01;NaN
3782;2644.1;NaN;NaN;-1.04E+01;NaN
3784;2642.71;NaN;NaN;-1.04E+01;NaN
3786;2641.31;NaN;NaN;-1.03E+01;NaN
3788;2639.92;NaN;NaN;-1.03E+01;NaN
3790;2638.52;NaN;NaN;-1.03E+01;NaN
3792;2637.13;NaN;NaN;-1.03E+01;NaN
3794;2635.74;NaN;NaN;-1.03E+01;NaN
3796;2634.35;NaN;NaN;-1.03E+01;NaN
3798;2632.96;NaN;NaN;-1.03E+01;NaN
3800;2631.58;NaN;NaN;-1.03E+01;NaN
3802;2630.19;NaN;NaN;-1.03E+01;NaN
3804;2628.81;NaN;NaN;-1.03E+01;NaN
3806;2627.43;NaN;NaN;-1.03E+01;NaN
3808;2626.05;NaN;NaN;-1.03E+01;NaN
3810;2624.67;NaN;NaN;-1.03E+01;NaN
3812;2623.29;NaN;NaN;-1.03E+01;NaN
3814;2621.92;NaN;NaN;-1.03E+01;NaN
3816;2620.55;NaN;NaN;-1.03E+01;NaN
3818;2619.17;NaN;NaN;-1.03E+01;NaN
3820;2617.8;NaN;NaN;-1.03E+01;NaN
3822;2616.43;NaN;NaN;-1.03E+01;NaN
3824;2615.06;NaN;NaN;-1.03E+01;NaN
3826;2613.7;NaN;NaN;-1.03E+01;NaN
3828;2612.33;NaN;NaN;-1.03E+01;NaN
3830;2610.97;NaN;NaN;-1.03E+01;NaN
3832;2609.6;NaN;NaN;-1.03E+01;NaN
3834;2608.24;NaN;NaN;-1.03E+01;NaN
3836;2606.88;NaN;NaN;-1.03E+01;NaN
3838;2605.52;NaN;NaN;-1.04E+01;NaN
3840;2604.17;NaN;NaN;-1.04E+01;NaN
3842;2602.81;NaN;NaN;-1.04E+01;NaN
3844;2601.46;NaN;NaN;-1.04E+01;NaN
3846;2600.1;NaN;NaN;-1.04E+01;NaN
3848;2598.75;NaN;NaN;-1.04E+01;NaN
3850;2597.4;NaN;NaN;-1.04E+01;NaN
3852;2596.05;NaN;NaN;-1.05E+01;NaN
3854;2594.71;NaN;NaN;-1.05E+01;NaN
3856;2593.36;NaN;NaN;-1.05E+01;NaN
3858;2592.02;NaN;NaN;-1.05E+01;NaN
3860;2590.67;NaN;NaN;-1.05E+01;NaN
3862;2589.33;NaN;NaN;-1.06E+01;NaN
3864;2587.99;NaN;NaN;-1.06E+01;NaN
3866;2586.65;NaN;NaN;-1.06E+01;NaN
3868;2585.32;NaN;NaN;-1.07E+01;NaN
3870;2583.98;NaN;NaN;-1.07E+01;NaN
3872;2582.64;NaN;NaN;-1.07E+01;NaN
3874;2581.31;NaN;NaN;-1.07E+01;NaN
3876;2579.98;NaN;NaN;-1.07E+01;NaN
3878;2578.65;NaN;NaN;-1.08E+01;NaN
3880;2577.32;NaN;NaN;-1.08E+01;NaN
3882;2575.99;NaN;NaN;-1.08E+01;NaN
3884;2574.67;NaN;NaN;-1.08E+01;NaN
3886;2573.34;NaN;NaN;-1.08E+01;NaN
3888;2572.02;NaN;NaN;-1.09E+01;NaN
3890;2570.69;NaN;NaN;-1.09E+01;NaN
3892;2569.37;NaN;NaN;-1.10E+01;NaN
3894;2568.05;NaN;NaN;-1.10E+01;NaN
3896;2566.74;NaN;NaN;-1.10E+01;NaN
3898;2565.42;NaN;NaN;-1.10E+01;NaN
3900;2564.1;NaN;NaN;-1.10E+01;NaN
3902;2562.79;NaN;NaN;-1.11E+01;NaN
3904;2561.48;NaN;NaN;-1.11E+01;NaN
3906;2560.16;NaN;NaN;-1.11E+01;NaN
3908;2558.85;NaN;NaN;-1.11E+01;NaN
3910;2557.54;NaN;NaN;-1.12E+01;NaN
3912;2556.24;NaN;NaN;-1.12E+01;NaN
3914;2554.93;NaN;NaN;-1.12E+01;NaN
3916;2553.63;NaN;NaN;-1.13E+01;NaN
3918;2552.32;NaN;NaN;-1.13E+01;NaN
3920;2551.02;NaN;NaN;-1.13E+01;NaN
3922;2549.72;NaN;NaN;-1.14E+01;NaN
3924;2548.42;NaN;NaN;-1.14E+01;NaN
3926;2547.12;NaN;NaN;-1.14E+01;NaN
3928;2545.82;NaN;NaN;-1.14E+01;NaN
3930;2544.53;NaN;NaN;-1.15E+01;NaN
3932;2543.23;NaN;NaN;-1.15E+01;NaN
3934;2541.94;NaN;NaN;-1.16E+01;NaN
3936;2540.65;NaN;NaN;-1.16E+01;NaN
3938;2539.36;NaN;NaN;-1.17E+01;NaN
3940;2538.07;NaN;NaN;-1.17E+01;NaN
3942;2536.78;NaN;NaN;-1.17E+01;NaN
3944;2535.5;NaN;NaN;-1.18E+01;NaN
3946;2534.21;NaN;NaN;-1.18E+01;NaN
3948;2532.93;NaN;NaN;-1.18E+01;NaN
3950;2531.65;NaN;NaN;-1.19E+01;NaN
3952;2530.36;NaN;NaN;-1.19E+01;NaN
3954;2529.08;NaN;NaN;-1.19E+01;NaN
3956;2527.81;NaN;NaN;-1.20E+01;NaN
3958;2526.53;NaN;NaN;-1.20E+01;NaN
3960;2525.25;NaN;NaN;-1.20E+01;NaN
3962;2523.98;NaN;NaN;-1.21E+01;NaN
3964;2522.7;NaN;NaN;-1.21E+01;NaN
3966;2521.43;NaN;NaN;-1.22E+01;NaN
3968;2520.16;NaN;NaN;-1.22E+01;NaN
3970;2518.89;NaN;NaN;-1.22E+01;NaN
3972;2517.62;NaN;NaN;-1.22E+01;NaN
3974;2516.36;NaN;NaN;-1.23E+01;NaN
3976;2515.09;NaN;NaN;-1.23E+01;NaN
3978;2513.83;NaN;NaN;-1.23E+01;NaN
3980;2512.56;NaN;NaN;-1.23E+01;NaN
3982;2511.3;NaN;NaN;-1.24E+01;NaN
3984;2510.04;NaN;NaN;-1.24E+01;NaN
3986;2508.78;NaN;NaN;-1.24E+01;NaN
3988;2507.52;NaN;NaN;-1.24E+01;NaN
3990;2506.27;NaN;NaN;-1.24E+01;NaN
3992;2505.01;NaN;NaN;-1.25E+01;NaN
3994;2503.76;NaN;NaN;-1.25E+01;NaN
3996;2502.5;NaN;NaN;-1.25E+01;NaN
3998;2501.25;NaN;NaN;-1.25E+01;NaN
4000;2500;NaN;NaN;-1.26E+01;NaN
4002;2498.75;NaN;NaN;-1.26E+01;NaN
4004;2497.5;NaN;NaN;-1.26E+01;NaN
4006;2496.26;NaN;NaN;-1.26E+01;NaN
4008;2495.01;NaN;NaN;-1.27E+01;NaN
4010;2493.77;NaN;NaN;-1.27E+01;NaN
4012;2492.52;NaN;NaN;-1.27E+01;NaN
4014;2491.28;NaN;NaN;-1.28E+01;NaN
4016;2490.04;NaN;NaN;-1.28E+01;NaN
4018;2488.8;NaN;NaN;-1.28E+01;NaN
4020;2487.56;NaN;NaN;-1.28E+01;NaN
4022;2486.33;NaN;NaN;-1.29E+01;NaN
4024;2485.09;NaN;NaN;-1.29E+01;NaN
4026;2483.85;NaN;NaN;-1.29E+01;NaN
4028;2482.62;NaN;NaN;-1.29E+01;NaN
4030;2481.39;NaN;NaN;-1.30E+01;NaN
4032;2480.16;NaN;NaN;-1.30E+01;NaN
4034;2478.93;NaN;NaN;-1.30E+01;NaN
4036;2477.7;NaN;NaN;-1.30E+01;NaN
4038;2476.47;NaN;NaN;-1.30E+01;NaN
4040;2475.25;NaN;NaN;-1.30E+01;NaN
4042;2474.02;NaN;NaN;-1.31E+01;NaN
4044;2472.8;NaN;NaN;-1.31E+01;NaN
4046;2471.58;NaN;NaN;-1.31E+01;NaN
4048;2470.36;NaN;NaN;-1.31E+01;NaN
4050;2469.14;NaN;NaN;-1.31E+01;NaN
4052;2467.92;NaN;NaN;-1.31E+01;NaN
4054;2466.7;NaN;NaN;-1.31E+01;NaN
4056;2465.48;NaN;NaN;-1.31E+01;NaN
4058;2464.27;NaN;NaN;-1.31E+01;NaN
4060;2463.05;NaN;NaN;-1.31E+01;NaN
4062;2461.84;NaN;NaN;-1.32E+01;NaN
4064;2460.63;NaN;NaN;-1.32E+01;NaN
4066;2459.42;NaN;NaN;-1.32E+01;NaN
4068;2458.21;NaN;NaN;-1.32E+01;NaN
4070;2457;NaN;NaN;-1.32E+01;NaN
4072;2455.8;NaN;NaN;-1.32E+01;NaN
4074;2454.59;NaN;NaN;-1.32E+01;NaN
4076;2453.39;NaN;NaN;-1.33E+01;NaN
4078;2452.18;NaN;NaN;-1.33E+01;NaN
4080;2450.98;NaN;NaN;-1.33E+01;NaN
4082;2449.78;NaN;NaN;-1.33E+01;NaN
4084;2448.58;NaN;NaN;-1.33E+01;NaN
4086;2447.38;NaN;NaN;-1.33E+01;NaN
4088;2446.18;NaN;NaN;-1.33E+01;NaN
4090;2444.99;NaN;NaN;-1.33E+01;NaN
4092;2443.79;NaN;NaN;-1.33E+01;NaN
4094;2442.6;NaN;NaN;-1.33E+01;NaN
4096;2441.41;NaN;NaN;-1.34E+01;NaN
4098;2440.21;NaN;NaN;-1.33E+01;NaN
4100;2439.02;NaN;NaN;-1.33E+01;NaN
4102;2437.84;NaN;NaN;-1.33E+01;NaN
4104;2436.65;NaN;NaN;-1.34E+01;NaN
4106;2435.46;NaN;NaN;-1.34E+01;NaN
4108;2434.27;NaN;NaN;-1.34E+01;NaN
4110;2433.09;NaN;NaN;-1.34E+01;NaN
4112;2431.91;NaN;NaN;-1.34E+01;NaN
4114;2430.72;NaN;NaN;-1.35E+01;NaN
4116;2429.54;NaN;NaN;-1.34E+01;NaN
4118;2428.36;NaN;NaN;-1.34E+01;NaN
4120;2427.18;NaN;NaN;-1.35E+01;NaN
4122;2426.01;NaN;NaN;-1.35E+01;NaN
4124;2424.83;NaN;NaN;-1.35E+01;NaN
4126;2423.65;NaN;NaN;-1.35E+01;NaN
4128;2422.48;NaN;NaN;-1.35E+01;NaN
4130;2421.31;NaN;NaN;-1.35E+01;NaN
4132;2420.14;NaN;NaN;-1.35E+01;NaN
4134;2418.96;NaN;NaN;-1.35E+01;NaN
4136;2417.79;NaN;NaN;-1.35E+01;NaN
4138;2416.63;NaN;NaN;-1.35E+01;NaN
4140;2415.46;NaN;NaN;-1.35E+01;NaN
4142;2414.29;NaN;NaN;-1.35E+01;NaN
4144;2413.13;NaN;NaN;-1.35E+01;NaN
4146;2411.96;NaN;NaN;-1.35E+01;NaN
4148;2410.8;NaN;NaN;-1.35E+01;NaN
4150;2409.64;NaN;NaN;-1.35E+01;NaN
4152;2408.48;NaN;NaN;-1.36E+01;NaN
4154;2407.32;NaN;NaN;-1.36E+01;NaN
4156;2406.16;NaN;NaN;-1.36E+01;NaN
4158;2405;NaN;NaN;-1.36E+01;NaN
4160;2403.85;NaN;NaN;-1.36E+01;NaN
4162;2402.69;NaN;NaN;-1.36E+01;NaN
4164;2401.54;NaN;NaN;-1.37E+01;NaN
4166;2400.38;NaN;NaN;-1.37E+01;NaN
4168;2399.23;NaN;NaN;-1.37E+01;NaN
4170;2398.08;NaN;NaN;-1.37E+01;NaN
4172;2396.93;NaN;NaN;-1.37E+01;NaN
4174;2395.78;NaN;NaN;-1.37E+01;NaN
4176;2394.64;NaN;NaN;-1.37E+01;NaN
4178;2393.49;NaN;NaN;-1.37E+01;NaN
4180;2392.34;NaN;NaN;-1.37E+01;NaN
4182;2391.2;NaN;NaN;-1.37E+01;NaN
4184;2390.06;NaN;NaN;-1.37E+01;NaN
4186;2388.92;NaN;NaN;-1.38E+01;NaN
4188;2387.77;NaN;NaN;-1.38E+01;NaN
4190;2386.63;NaN;NaN;-1.38E+01;NaN
4192;2385.5;NaN;NaN;-1.38E+01;NaN
4194;2384.36;NaN;NaN;-1.39E+01;NaN
4196;2383.22;NaN;NaN;-1.39E+01;NaN
4198;2382.09;NaN;NaN;-1.39E+01;NaN
4200;2380.95;NaN;NaN;-1.40E+01;NaN
4202;2379.82;NaN;NaN;-1.40E+01;NaN
4204;2378.69;NaN;NaN;-1.40E+01;NaN
4206;2377.56;NaN;NaN;-1.41E+01;NaN
4208;2376.43;NaN;NaN;-1.41E+01;NaN
4210;2375.3;NaN;NaN;-1.42E+01;NaN
4212;2374.17;NaN;NaN;-1.42E+01;NaN
4214;2373.04;NaN;NaN;-1.43E+01;NaN
4216;2371.92;NaN;NaN;-1.44E+01;NaN
4218;2370.79;NaN;NaN;-1.44E+01;NaN
4220;2369.67;NaN;NaN;-1.45E+01;NaN
4222;2368.55;NaN;NaN;-1.46E+01;NaN
4224;2367.42;NaN;NaN;-1.46E+01;NaN
4226;2366.3;NaN;NaN;-1.47E+01;NaN
4228;2365.18;NaN;NaN;-1.47E+01;NaN
4230;2364.07;NaN;NaN;-1.48E+01;NaN
4232;2362.95;NaN;NaN;-1.48E+01;NaN
4234;2361.83;NaN;NaN;-1.49E+01;NaN
4236;2360.72;NaN;NaN;-1.49E+01;NaN
4238;2359.6;NaN;NaN;-1.49E+01;NaN
4240;2358.49;NaN;NaN;-1.49E+01;NaN
4242;2357.38;NaN;NaN;-1.49E+01;NaN
4244;2356.27;NaN;NaN;-1.49E+01;NaN
4246;2355.16;NaN;NaN;-1.48E+01;NaN
4248;2354.05;NaN;NaN;-1.48E+01;NaN
4250;2352.94;NaN;NaN;-1.47E+01;NaN
4252;2351.83;NaN;NaN;-1.47E+01;NaN
4254;2350.73;NaN;NaN;-1.47E+01;NaN
4256;2349.62;NaN;NaN;-1.47E+01;NaN
4258;2348.52;NaN;NaN;-1.47E+01;NaN
4260;2347.42;NaN;NaN;-1.47E+01;NaN
4262;2346.32;NaN;NaN;-1.48E+01;NaN
4264;2345.22;NaN;NaN;-1.49E+01;NaN
4266;2344.12;NaN;NaN;-1.50E+01;NaN
4268;2343.02;NaN;NaN;-1.51E+01;NaN
4270;2341.92;NaN;NaN;-1.51E+01;NaN
4272;2340.82;NaN;NaN;-1.52E+01;NaN
4274;2339.73;NaN;NaN;-1.52E+01;NaN
4276;2338.63;NaN;NaN;-1.53E+01;NaN
4278;2337.54;NaN;NaN;-1.53E+01;NaN
4280;2336.45;NaN;NaN;-1.54E+01;NaN
4282;2335.36;NaN;NaN;-1.54E+01;NaN
4284;2334.27;NaN;NaN;-1.54E+01;NaN
4286;2333.18;NaN;NaN;-1.54E+01;NaN
4288;2332.09;NaN;NaN;-1.54E+01;NaN
4290;2331;NaN;NaN;-1.55E+01;NaN
4292;2329.92;NaN;NaN;-1.54E+01;NaN
4294;2328.83;NaN;NaN;-1.55E+01;NaN
4296;2327.75;NaN;NaN;-1.55E+01;NaN
4298;2326.66;NaN;NaN;-1.55E+01;NaN
4300;2325.58;NaN;NaN;-1.55E+01;NaN
4302;2324.5;NaN;NaN;-1.55E+01;NaN
4304;2323.42;NaN;NaN;-1.55E+01;NaN
4306;2322.34;NaN;NaN;-1.56E+01;NaN
4308;2321.26;NaN;NaN;-1.56E+01;NaN
4310;2320.19;NaN;NaN;-1.56E+01;NaN
4312;2319.11;NaN;NaN;-1.56E+01;NaN
4314;2318.03;NaN;NaN;-1.57E+01;NaN
4316;2316.96;NaN;NaN;-1.57E+01;NaN
4318;2315.89;NaN;NaN;-1.57E+01;NaN
4320;2314.81;NaN;NaN;-1.57E+01;NaN
4322;2313.74;NaN;NaN;-1.57E+01;NaN
4324;2312.67;NaN;NaN;-1.57E+01;NaN
4326;2311.6;NaN;NaN;-1.58E+01;NaN
4328;2310.54;NaN;NaN;-1.58E+01;NaN
4330;2309.47;NaN;NaN;-1.58E+01;NaN
4332;2308.4;NaN;NaN;-1.59E+01;NaN
4334;2307.34;NaN;NaN;-1.59E+01;NaN
4336;2306.27;NaN;NaN;-1.60E+01;NaN
4338;2305.21;NaN;NaN;-1.60E+01;NaN
4340;2304.15;NaN;NaN;-1.60E+01;NaN
4342;2303.09;NaN;NaN;-1.61E+01;NaN
4344;2302.03;NaN;NaN;-1.61E+01;NaN
4346;2300.97;NaN;NaN;-1.62E+01;NaN
4348;2299.91;NaN;NaN;-1.62E+01;NaN
4350;2298.85;NaN;NaN;-1.63E+01;NaN
4352;2297.79;NaN;NaN;-1.63E+01;NaN
4354;2296.74;NaN;NaN;-1.63E+01;NaN
4356;2295.68;NaN;NaN;-1.64E+01;NaN
4358;2294.63;NaN;NaN;-1.64E+01;NaN
4360;2293.58;NaN;NaN;-1.65E+01;NaN
4362;2292.53;NaN;NaN;-1.66E+01;NaN
4364;2291.48;NaN;NaN;-1.66E+01;NaN
4366;2290.43;NaN;NaN;-1.66E+01;NaN
4368;2289.38;NaN;NaN;-1.67E+01;NaN
4370;2288.33;NaN;NaN;-1.67E+01;NaN
4372;2287.28;NaN;NaN;-1.68E+01;NaN
4374;2286.24;NaN;NaN;-1.68E+01;NaN
4376;2285.19;NaN;NaN;-1.69E+01;NaN
4378;2284.15;NaN;NaN;-1.69E+01;NaN
4380;2283.11;NaN;NaN;-1.70E+01;NaN
4382;2282.06;NaN;NaN;-1.70E+01;NaN
4384;2281.02;NaN;NaN;-1.70E+01;NaN
4386;2279.98;NaN;NaN;-1.71E+01;NaN
4388;2278.94;NaN;NaN;-1.71E+01;NaN
4390;2277.9;NaN;NaN;-1.72E+01;NaN
4392;2276.87;NaN;NaN;-1.72E+01;NaN
4394;2275.83;NaN;NaN;-1.73E+01;NaN
4396;2274.8;NaN;NaN;-1.73E+01;NaN
4398;2273.76;NaN;NaN;-1.74E+01;NaN
4400;2272.73;NaN;NaN;-1.74E+01;NaN
4402;2271.69;NaN;NaN;-1.75E+01;NaN
4404;2270.66;NaN;NaN;-1.75E+01;NaN
4406;2269.63;NaN;NaN;-1.76E+01;NaN
4408;2268.6;NaN;NaN;-1.76E+01;NaN
4410;2267.57;NaN;NaN;-1.77E+01;NaN
4412;2266.55;NaN;NaN;-1.77E+01;NaN
4414;2265.52;NaN;NaN;-1.77E+01;NaN
4416;2264.49;NaN;NaN;-1.78E+01;NaN
4418;2263.47;NaN;NaN;-1.78E+01;NaN
4420;2262.44;NaN;NaN;-1.79E+01;NaN
4422;2261.42;NaN;NaN;-1.79E+01;NaN
4424;2260.4;NaN;NaN;-1.80E+01;NaN
4426;2259.38;NaN;NaN;-1.81E+01;NaN
4428;2258.36;NaN;NaN;-1.81E+01;NaN
4430;2257.34;NaN;NaN;-1.82E+01;NaN
4432;2256.32;NaN;NaN;-1.83E+01;NaN
4434;2255.3;NaN;NaN;-1.83E+01;NaN
4436;2254.28;NaN;NaN;-1.84E+01;NaN
4438;2253.27;NaN;NaN;-1.84E+01;NaN
4440;2252.25;NaN;NaN;-1.84E+01;NaN
4442;2251.24;NaN;NaN;-1.85E+01;NaN
4444;2250.23;NaN;NaN;-1.85E+01;NaN
4446;2249.21;NaN;NaN;-1.86E+01;NaN
4448;2248.2;NaN;NaN;-1.86E+01;NaN
4450;2247.19;NaN;NaN;-1.87E+01;NaN
4452;2246.18;NaN;NaN;-1.88E+01;NaN
4454;2245.17;NaN;NaN;-1.88E+01;NaN
4456;2244.17;NaN;NaN;-1.88E+01;NaN
4458;2243.16;NaN;NaN;-1.89E+01;NaN
4460;2242.15;NaN;NaN;-1.89E+01;NaN
4462;2241.15;NaN;NaN;-1.90E+01;NaN
4464;2240.14;NaN;NaN;-1.90E+01;NaN
4466;2239.14;NaN;NaN;-1.91E+01;NaN
4468;2238.14;NaN;NaN;-1.91E+01;NaN
4470;2237.14;NaN;NaN;-1.92E+01;NaN
4472;2236.14;NaN;NaN;-1.92E+01;NaN
4474;2235.14;NaN;NaN;-1.92E+01;NaN
4476;2234.14;NaN;NaN;-1.93E+01;NaN
4478;2233.14;NaN;NaN;-1.93E+01;NaN
4480;2232.14;NaN;NaN;-1.94E+01;NaN
4482;2231.15;NaN;NaN;-1.94E+01;NaN
4484;2230.15;NaN;NaN;-1.94E+01;NaN
4486;2229.16;NaN;NaN;-1.95E+01;NaN
4488;2228.16;NaN;NaN;-1.95E+01;NaN
4490;2227.17;NaN;NaN;-1.95E+01;NaN
4492;2226.18;NaN;NaN;-1.96E+01;NaN
4494;2225.19;NaN;NaN;-1.96E+01;NaN
4496;2224.2;NaN;NaN;-1.96E+01;NaN
4498;2223.21;NaN;NaN;-1.97E+01;NaN
4500;2222.22;NaN;NaN;-1.97E+01;NaN
4502;2221.24;NaN;NaN;-1.97E+01;NaN
4504;2220.25;NaN;NaN;-1.98E+01;NaN
4506;2219.26;NaN;NaN;-1.98E+01;NaN
4508;2218.28;NaN;NaN;-1.99E+01;NaN
4510;2217.29;NaN;NaN;-1.99E+01;NaN
4512;2216.31;NaN;NaN;-1.99E+01;NaN
4514;2215.33;NaN;NaN;-2.00E+01;NaN
4516;2214.35;NaN;NaN;-2.00E+01;NaN
4518;2213.37;NaN;NaN;-1.99E+01;NaN
4520;2212.39;NaN;NaN;-1.99E+01;NaN
4522;2211.41;NaN;NaN;-1.99E+01;NaN
4524;2210.43;NaN;NaN;-2.00E+01;NaN
4526;2209.46;NaN;NaN;-2.00E+01;NaN
4528;2208.48;NaN;NaN;-2.00E+01;NaN
4530;2207.51;NaN;NaN;-2.01E+01;NaN
4532;2206.53;NaN;NaN;-2.01E+01;NaN
4534;2205.56;NaN;NaN;-2.01E+01;NaN
4536;2204.59;NaN;NaN;-2.01E+01;NaN
4538;2203.61;NaN;NaN;-2.01E+01;NaN
4540;2202.64;NaN;NaN;-2.01E+01;NaN
4542;2201.67;NaN;NaN;-2.01E+01;NaN
4544;2200.7;NaN;NaN;-2.01E+01;NaN
4546;2199.74;NaN;NaN;-2.01E+01;NaN
4548;2198.77;NaN;NaN;-2.01E+01;NaN
4550;2197.8;NaN;NaN;-2.01E+01;NaN
4552;2196.84;NaN;NaN;-2.01E+01;NaN
4554;2195.87;NaN;NaN;-2.01E+01;NaN
4556;2194.91;NaN;NaN;-2.01E+01;NaN
4558;2193.94;NaN;NaN;-2.01E+01;NaN
4560;2192.98;NaN;NaN;-2.01E+01;NaN
4562;2192.02;NaN;NaN;-2.01E+01;NaN
4564;2191.06;NaN;NaN;-2.00E+01;NaN
4566;2190.1;NaN;NaN;-2.00E+01;NaN
4568;2189.14;NaN;NaN;-2.00E+01;NaN
4570;2188.18;NaN;NaN;-1.99E+01;NaN
4572;2187.23;NaN;NaN;-2.00E+01;NaN
4574;2186.27;NaN;NaN;-1.99E+01;NaN
4576;2185.31;NaN;NaN;-1.99E+01;NaN
4578;2184.36;NaN;NaN;-1.99E+01;NaN
4580;2183.41;NaN;NaN;-1.99E+01;NaN
4582;2182.45;NaN;NaN;-1.98E+01;NaN
4584;2181.5;NaN;NaN;-1.98E+01;NaN
4586;2180.55;NaN;NaN;-1.97E+01;NaN
4588;2179.6;NaN;NaN;-1.97E+01;NaN
4590;2178.65;NaN;NaN;-1.96E+01;NaN
4592;2177.7;NaN;NaN;-1.96E+01;NaN
4594;2176.75;NaN;NaN;-1.95E+01;NaN
4596;2175.81;NaN;NaN;-1.95E+01;NaN
4598;2174.86;NaN;NaN;-1.94E+01;NaN
4600;2173.91;NaN;NaN;-1.94E+01;NaN
4602;2172.97;NaN;NaN;-1.93E+01;NaN
4604;2172.02;NaN;NaN;-1.93E+01;NaN
4606;2171.08;NaN;NaN;-1.92E+01;NaN
4608;2170.14;NaN;NaN;-1.91E+01;NaN
4610;2169.2;NaN;NaN;-1.90E+01;NaN
4612;2168.26;NaN;NaN;-1.89E+01;NaN
4614;2167.32;NaN;NaN;-1.89E+01;NaN
4616;2166.38;NaN;NaN;-1.88E+01;NaN
4618;2165.44;NaN;NaN;-1.87E+01;NaN
4620;2164.5;NaN;NaN;-1.86E+01;NaN
4622;2163.57;NaN;NaN;-1.85E+01;NaN
4624;2162.63;NaN;NaN;-1.85E+01;NaN
4626;2161.69;NaN;NaN;-1.84E+01;NaN
4628;2160.76;NaN;NaN;-1.83E+01;NaN
4630;2159.83;NaN;NaN;-1.82E+01;NaN
4632;2158.89;NaN;NaN;-1.81E+01;NaN
4634;2157.96;NaN;NaN;-1.80E+01;NaN
4636;2157.03;NaN;NaN;-1.80E+01;NaN
4638;2156.1;NaN;NaN;-1.79E+01;NaN
4640;2155.17;NaN;NaN;-1.78E+01;NaN
4642;2154.24;NaN;NaN;-1.77E+01;NaN
4644;2153.32;NaN;NaN;-1.76E+01;NaN
4646;2152.39;NaN;NaN;-1.74E+01;NaN
4648;2151.46;NaN;NaN;-1.73E+01;NaN
4650;2150.54;NaN;NaN;-1.72E+01;NaN
4652;2149.61;NaN;NaN;-1.70E+01;NaN
4654;2148.69;NaN;NaN;-1.69E+01;NaN
4656;2147.77;NaN;NaN;-1.68E+01;NaN
4658;2146.84;NaN;NaN;-1.67E+01;NaN
4660;2145.92;NaN;NaN;-1.66E+01;NaN
4662;2145;NaN;NaN;-1.65E+01;NaN
4664;2144.08;NaN;NaN;-1.64E+01;NaN
4666;2143.16;NaN;NaN;-1.62E+01;NaN
4668;2142.25;NaN;NaN;-1.61E+01;NaN
4670;2141.33;NaN;NaN;-1.60E+01;NaN
4672;2140.41;NaN;NaN;-1.58E+01;NaN
4674;2139.5;NaN;NaN;-1.57E+01;NaN
4676;2138.58;NaN;NaN;-1.55E+01;NaN
4678;2137.67;NaN;NaN;-1.54E+01;NaN
4680;2136.75;NaN;NaN;-1.52E+01;NaN
4682;2135.84;NaN;NaN;-1.51E+01;NaN
4684;2134.93;NaN;NaN;-1.49E+01;NaN
